Source,Target,Weight
SPIDERCIDE,"WATSON, ANNA",1
SPIDERCIDE,"WATSON-PARKER, MARY",14
SPIDERCIDE,"ZARRKO, ARTHUR",1
SPIKEY,"ST. CROIX, CLAUDETTE",1
SPIKEY,"ST. CROIX, NICOLE",1
SPIKEY,STINKY,4
SPIKEY,SYNCH/EVERETT THOMAS,4
SPIKEY,WARPY,4
SPIKEY,WHITE QUEEN/EMMA FRO,4
SPIKEY,WINDY,4
SPINNERET,TAGAR,1
SPIRAL,STINGER III/,1
SPIRAL,STONEWALL/LOUIS HAMI,7
SPIRAL,STORM/ORORO MUNROE S,9
SPIRAL,STRONG GUY/GUIDO CAR,1
SPIRAL,"STRUCKER, ANDREA",1
SPIRAL,"STRUCKER, ANDREAS",1
SPIRAL,"SUMMERS, MADELYNE MA",4
SPIRAL,"SUMMERS, NATHAN CHRI",1
SPIRAL,SUNSPOT/ROBERTO DACO,4
SPIRAL,SUPER SABRE/MARTIN F,7
SPIRAL,"SZARDOS, MARGALI",1
SPIRAL,TESSA,1
SPIRAL,THING/BENJAMIN J. GR,1
SPIRAL,THOR/DR. DONALD BLAK,1
SPIRAL,TIGRA/GREER NELSON,2
SPIRAL,"TILBY, TRISH/PATRICI",2
SPIRAL,TIMESHADOW,1
SPIRAL,TOWER,1
SPIRAL,"TSURAYABA, MATSUO",1
SPIRAL,USAGENT/CAPTAIN JOHN,1
SPIRAL,VIPER II,3
SPIRAL,VISION,1
SPIRAL,WARLOCK III,3
SPIRAL,WASP/JANET VAN DYNE,2
SPIRAL,"WETHERELL, MANOLI",1
SPIRAL,WHITE QUEEN/EMMA FRO,1
SPIRAL,"WISDOM, PETER",4
SPIRAL,"WOLFE, SARA",1
SPIRAL,WOLFSBANE/RAHNE SINC,8
SPIRAL,WOLVERINE/LOGAN,12
SPIRAL,WONDER MAN/SIMON WIL,2
SPIRAL,WONG,2
SPIRAL,XIANDU,3
SPIRAL II/ESTELLE GE,THOR/DR. DONALD BLAK,1
SPIRIT OF '76/WILLIA,SPITFIRE/LADY JACQUE,2
SPIRIT OF '76/WILLIA,SUB-MARINER/NAMOR MA,2
SPIRIT OF '76/WILLIA,THUNDERFIST/,2
SPIRIT OF '76/WILLIA,TOMMY LIGHTNING/,2
SPIRIT OF '76/WILLIA,TORO/TOM RAYMOND,2
SPIRIT OF '76/WILLIA,UNION JACK/LORD MONT,2
SPITFIRE/LADY JACQUE,SSSESTHUGAR,2
SPITFIRE/LADY JACQUE,"STALIN, JOSEF",2
SPITFIRE/LADY JACQUE,SUB-MARINER/NAMOR MA,34
SPITFIRE/LADY JACQUE,SUPER SKRULL/KL'RT,1
SPITFIRE/LADY JACQUE,SUWAN,1
SPITFIRE/LADY JACQUE,TEUTONIC KNIGHT/FRAN,2
SPITFIRE/LADY JACQUE,THING/BENJAMIN J. GR,1
SPITFIRE/LADY JACQUE,THOR/DR. DONALD BLAK,4
SPITFIRE/LADY JACQUE,THUNDERFIST/,2
SPITFIRE/LADY JACQUE,TOMMY LIGHTNING/,2
SPITFIRE/LADY JACQUE,TORO/TOM RAYMOND,21
SPITFIRE/LADY JACQUE,"TREVOR, STEVE",1
SPITFIRE/LADY JACQUE,U-MAN/MERRANO,3
SPITFIRE/LADY JACQUE,UNION JACK II/BRIAN,18
SPITFIRE/LADY JACQUE,UNION JACK III/JOEY,2
SPITFIRE/LADY JACQUE,UNION JACK/LORD MONT,17
SPITFIRE/LADY JACQUE,VASHTI,3
SPITFIRE/LADY JACQUE,VISION,1
SPITFIRE/LADY JACQUE,VYREK,1
SPITFIRE/LADY JACQUE,"WALKER, SHERIFF CHAN",1
SPITFIRE/LADY JACQUE,"WALKER, TESS",1
SPITFIRE/LADY JACQUE,WARRIOR WOMAN/JULIA,7
SPITFIRE/LADY JACQUE,WHIZZER/ROBERT L. FR,3
SPITFIRE/LADY JACQUE,"WING, COLLEEN",3
SPITFIRE/LADY JACQUE,WOLVERINE/LOGAN,2
SPITFIRE/LADY JACQUE,WONG,1
SPITFIRE/LADY JACQUE,YELLOW CLAW/TZING JA,1
"SPITZ, BARRY",WONDER MAN/SIMON WIL,1
SPLICE II/,WONDER MAN/SIMON WIL,1
SPLICE/CHANDRA KU,"STACY, GWEN (CLONE)",1
SPLICE/CHANDRA KU,TEFRAL,1
SPLICE/CHANDRA KU,THOR/DR. DONALD BLAK,1
SPLICE/CHANDRA KU,TOMAZOOMA,1
SPLICE/CHANDRA KU,VALKIN,1
SPLICE/CHANDRA KU,VARUA/MIRA,8
SPLICE/CHANDRA KU,"WATSON-PARKER, MARY",1
SPLICE/CHANDRA KU,ZEUS,1
SPLICE/CHANDRA KU,ZIRAN,1
SPOILSPORT/,SYNCH/EVERETT THOMAS,2
SPOILSPORT/,TOUGH LOVE/,2
SPOILSPORT/,VIPER II,1
SPOILSPORT/,WHITE QUEEN/EMMA FRO,2
SPOOKY,"SUMMERS, NATHAN CHRI",1
SPOOKY,WENDY,1
SPOOR/ANDREW HAMISH,STATIC,3
SPOOR/ANDREW HAMISH,STORM/ORORO MUNROE S,1
SPOOR/ANDREW HAMISH,"STUART, DR. ALISTAIR",1
SPOOR/ANDREW HAMISH,"SUVOROV, ADMIRAL GRI",2
SPOOR/ANDREW HAMISH,"SZARDOS, MARGALI",1
SPOOR/ANDREW HAMISH,THRENODY,1
SPOOR/ANDREW HAMISH,TRIATHLON/DELROY GAR,1
SPOOR/ANDREW HAMISH,UNUSCIONE,1
SPOOR/ANDREW HAMISH,VINDALOO/,1
SPOOR/ANDREW HAMISH,"VOGHT, AMELIA",3
SPOOR/ANDREW HAMISH,WASP/JANET VAN DYNE,1
SPOOR/ANDREW HAMISH,"WISDOM, PETER",4
SPOOR/ANDREW HAMISH,WOLFSBANE/RAHNE SINC,3
SPOOR/ANDREW HAMISH,WOLVERINE/LOGAN,1
SPOOR/ANDREW HAMISH,X-MAN/NATHAN GREY,2
SPORE,WOLVERINE/LOGAN,2
SPOT/,"THOMPSON, EUGENE FLA",2
SPOT/,"WATSON-PARKER, MARY",1
SPRAGG,SUNFIRE/SHIRO YOSHID,1
SPRAGG,THING/BENJAMIN J. GR,1
SPRAGG,"TOWER, BLAKE",1
SPRAGG,TRIATHLON/DELROY GAR,1
SPRAGG,TURBO II (A)/MICHIKO,1
SPRAGG,USAGENT/CAPTAIN JOHN,1
SPRAGG,VANGUARD/NICOLAI KRY,1
SPRAGG,"VINYL, MILO",1
SPRAGG,VISION,1
SPRAGG,WASP/JANET VAN DYNE,1
SPRAGG,WIDE LOAD ANNIE/ANNI,2
SPRAGG,"WINGFOOT, WYATT",2
SPRAGG,WONDER MAN/SIMON WIL,1
SPRAGG,X-MAN/NATHAN GREY,1
SPRAGG,XEMNU,1
"SPRINGER, JERRY","STALYENKO, COL. YURI",1
"SPRINGER, JERRY",SUB-MARINER/NAMOR MA,1
"SPRINGER, JERRY",TRITON,1
"SPRINGER, JERRY",WOZ/DEWOZ,1
SPRITE,SUB-MARINER/NAMOR MA,2
SPRITE,SUNSPOT/ROBERTO DACO,1
SPRITE,SWORDSMAN III/PHILIP,1
SPRITE,THENA,12
SPRITE,THING/BENJAMIN J. GR,1
SPRITE,THOR/DR. DONALD BLAK,5
SPRITE,THUNDERSTRIKE/ERIC K,2
SPRITE,TIGRA/GREER NELSON,1
SPRITE,TRUTH,1
SPRITE,VALKIN,1
SPRITE,VISARA,1
SPRITE,VISION,2
SPRITE,VIZIER,1
SPRITE,VOLSTAGG,3
SPRITE,WARLOCK III,1
SPRITE,WASP/JANET VAN DYNE,1
SPRITE,WOLFSBANE/RAHNE SINC,1
SPRITE,WONDER MAN/SIMON WIL,1
SPRITE,YRDISIS,2
SPRITE,ZARIN,1
SPRITE,ZEUS,2
SPRITE,ZURAS,6
SPROCKET,"STANDISH, GEN.",2
SPROCKET,STRANGLER,1
SPROCKET,TANTRUM/,1
SPROCKET,TERRAFORMER/SAM,2
SPROCKET,THERA,1
SPROCKET,TIMESLIP/RINA PATEL,1
SPROCKET,TURBO II (A)/MICHIKO,4
SPROCKET,TURBO II (B)/MIKE JE,1
SPROCKET,WARHEAD/GREGORY SLIV,1
SPROCKET,WATER WIZARD/PETE,2
SPROCKET,WRONG,3
SPUNJE,"ST. THOMAS, JULES",1
SPUNJE,STARFOX/EROS,2
SPUNJE,SUB-MARINER/NAMOR MA,1
SPUNJE,SUNFIRE/SHIRO YOSHID,1
SPUNJE,SUPREME INTELLIGENCE,2
SPUNJE,"SZARDOS, MARGALI",1
SPUNJE,TEN FOR,1
SPUNJE,TESSA,1
SPUNJE,THING/BENJAMIN J. GR,2
SPUNJE,THOR/DR. DONALD BLAK,2
SPUNJE,THUNDERBIRD III/NEAL,2
SPUNJE,TIGRA/GREER NELSON,2
SPUNJE,TRIATHLON/DELROY GAR,2
SPUNJE,UNION JACK III/JOEY,2
SPUNJE,USAGENT/CAPTAIN JOHN,2
SPUNJE,VISION,2
SPUNJE,VOSTOK,1
SPUNJE,WASP/JANET VAN DYNE,2
SPUNJE,WIBBOW,1
SPUNJE,WOLVERINE/LOGAN,2
SPUNJE,WONDER MAN/SIMON WIL,1
SPUNJE,ZCANN,4
SPYMASTER II,"STARK, MORGAN",1
SPYMASTER II,"STONE, LT. MARCUS",1
SPYMASTER II,TASKMASTER,1
SPYMASTER II,THUNDERSTRIKE/ERIC K,1
SPYMASTER II,TIGRA/GREER NELSON,1
SPYMASTER II,USAGENT/CAPTAIN JOHN,1
SPYMASTER II,WASP/JANET VAN DYNE,3
SPYMASTER II,WHIPLASH/MARK SCARLO,3
SPYMASTER II,WONDER MAN/SIMON WIL,1
SPYMASTER II,"ZIMMER, ABE",3
SPYMASTER/JAKE JORDA,STILETTO,1
SPYMASTER/JAKE JORDA,WATER WIZARD/PETE,1
SPYMASTER/JAKE JORDA,WHIPLASH/MARK SCARLO,2
SPYNE,STICK,1
SPYNE,STORM/ORORO MUNROE S,5
SPYNE,"SUMMERS, NATHAN CHRI",3
SPYNE,WOLVERINE/LOGAN,4
SQUID/DONNY CALLAHAN,THING/BENJAMIN J. GR,1
SQUID/DONNY CALLAHAN,"URICH, BEN",1
SQUID/DONNY CALLAHAN,VENOM/EDDIE BROCK,1
SQUIRE/,TEMPLAR/IAN FITZWILL,1
SQUIRE/,UATU,1
SQUIRE/,WALKABOUT,1
SQUIRE/,YETI,1
SSSESTHUGAR,SUB-MARINER/NAMOR MA,6
SSSESTHUGAR,SUPER SKRULL/KL'RT,1
SSSESTHUGAR,VASHTI,1
SSSESTHUGAR,VYREK,1
SSSESTHUGAR,WEED,1
SSSESTHUGAR,"WING, COLLEEN",6
SSSESTHUGAR,WOLVERINE/LOGAN,5
SSSESTHUGAR,WONG,2
SSSITH,TEMPUS,1
SSSITH,THING/BENJAMIN J. GR,2
SSSITH,THUNDERSTRIKE/ERIC K,1
SSSITH,TYNDAR,3
SSSITH,VISION,1
SSSITH,WASP/JANET VAN DYNE,1
"ST. CROIX, CARTIER","ST. CROIX, CLAUDETTE",2
"ST. CROIX, CARTIER","ST. CROIX, NICOLE",2
"ST. CROIX, CARTIER",SYNCH/EVERETT THOMAS,3
"ST. CROIX, CARTIER",WHITE QUEEN/EMMA FRO,3
"ST. CROIX, CLAUDETTE","ST. CROIX, NICOLE",8
"ST. CROIX, CLAUDETTE",STINKY,1
"ST. CROIX, CLAUDETTE",SYNCH/EVERETT THOMAS,8
"ST. CROIX, CLAUDETTE",TIMMONS,3
"ST. CROIX, CLAUDETTE",TOKEN,4
"ST. CROIX, CLAUDETTE",WARPY,1
"ST. CROIX, CLAUDETTE",WHITE QUEEN/EMMA FRO,8
"ST. CROIX, CLAUDETTE",WINDY,1
"ST. CROIX, CLAUDETTE",WRAP,1
"ST. CROIX, NICOLE",STINKY,1
"ST. CROIX, NICOLE",SYNCH/EVERETT THOMAS,8
"ST. CROIX, NICOLE",TIMMONS,3
"ST. CROIX, NICOLE",TOKEN,4
"ST. CROIX, NICOLE",WARPY,1
"ST. CROIX, NICOLE",WHITE QUEEN/EMMA FRO,8
"ST. CROIX, NICOLE",WINDY,1
"ST. CROIX, NICOLE",WRAP,1
"ST. GERMAINE, COMTE",ZARATHOS,1
"ST. HUBBINS, SARI","URSULA, LADY",1
"ST. HUBBINS, SARI","WISDOM, PETER",4
"ST. HUBBINS, SARI",WOLFSBANE/RAHNE SINC,3
"ST. LAWRENCE, COL. C","TALBOT, MAJ. MATT",1
"ST. LAWRENCE, COL. C",THING/BENJAMIN J. GR,1
"ST. LAWRENCE, COL. C",THOR/DR. DONALD BLAK,2
"ST. LAWRENCE, COL. C","TOLLIVER, SHERIFF JO",1
"ST. LAWRENCE, COL. C",WILD MAN/ALEX WILDMA,4
"ST. LAWRENCE, COL. C",WOLVERINE/LOGAN,1
"ST. LAWRENCE, COL. C",ZABU,1
"ST. THOMAS, JULES",STARFOX/EROS,1
"ST. THOMAS, JULES",SUB-MARINER/NAMOR MA,1
"ST. THOMAS, JULES",SUNFIRE/SHIRO YOSHID,1
"ST. THOMAS, JULES",SUPREME INTELLIGENCE,1
"ST. THOMAS, JULES","SZARDOS, MARGALI",1
"ST. THOMAS, JULES",TAREVA,1
"ST. THOMAS, JULES",TEN FOR,1
"ST. THOMAS, JULES",THING/BENJAMIN J. GR,1
"ST. THOMAS, JULES",THOR/DR. DONALD BLAK,1
"ST. THOMAS, JULES",THUNDERBIRD III/NEAL,1
"ST. THOMAS, JULES",TIGRA/GREER NELSON,1
"ST. THOMAS, JULES",TRIATHLON/DELROY GAR,1
"ST. THOMAS, JULES",UNION JACK III/JOEY,1
"ST. THOMAS, JULES",USAGENT/CAPTAIN JOHN,1
"ST. THOMAS, JULES",VISION,1
"ST. THOMAS, JULES","VON DOOM, CYNTHIA",1
"ST. THOMAS, JULES",VOSTOK,1
"ST. THOMAS, JULES",WASP/JANET VAN DYNE,1
"ST. THOMAS, JULES",WOLVERINE/LOGAN,1
"ST. THOMAS, JULES",WONDER MAN/SIMON WIL,1
"ST. THOMAS, JULES","YEE, WAI CHEE",1
"ST. THOMAS, JULES",ZCANN,1
"STACY, ARTHUR","STACY, CAPT. GEORGE",1
"STACY, ARTHUR","STACY, GWEN",2
"STACY, ARTHUR","STACY, HELEN",1
"STACY, ARTHUR","STACY, JILL",21
"STACY, ARTHUR","STACY, NANCY",2
"STACY, ARTHUR","STACY, PAUL",11
"STACY, ARTHUR","STRONG, SUSAN",1
"STACY, ARTHUR",SUB-MARINER/NAMOR MA,1
"STACY, ARTHUR",THING/BENJAMIN J. GR,1
"STACY, ARTHUR","THOMPSON, EUGENE FLA",5
"STACY, ARTHUR","TINKER, SHEA",1
"STACY, ARTHUR","TORK, LT.",2
"STACY, ARTHUR",TRAPSTER/PETER PETRU,3
"STACY, ARTHUR","TREVANE, DET. CONNOR",3
"STACY, ARTHUR",UATU,1
"STACY, ARTHUR","URICH, BEN",7
"STACY, ARTHUR",VASHTI,1
"STACY, ARTHUR",VENOM/EDDIE BROCK,6
"STACY, ARTHUR",VULTURE/ADRIAN TOOME,2
"STACY, ARTHUR","WALTERS, BILLY",2
"STACY, ARTHUR","WARD, SEN. STEWART",5
"STACY, ARTHUR","WATSON, ANNA",10
"STACY, ARTHUR","WATSON, KRISTY",1
"STACY, ARTHUR","WATSON-PARKER, MARY",20
"STACY, ARTHUR","WILKS, SHANTAL",1
"STACY, ARTHUR","WILSON, LOUIS",3
"STACY, ARTHUR","YIN, ANGELA",2
"STACY, ARTHUR","ZANE, DONOVAN",1
"STACY, CAPT. GEORGE","STACY, GWEN",31
"STACY, CAPT. GEORGE","STACY, HELEN",1
"STACY, CAPT. GEORGE","STACY, JILL",1
"STACY, CAPT. GEORGE","STACY, NANCY",1
"STACY, CAPT. GEORGE","STACY, PAUL",1
"STACY, CAPT. GEORGE","THOMPSON, EUGENE FLA",6
"STACY, CAPT. GEORGE",TOAD/MORTIMER TOYNBE,1
"STACY, CAPT. GEORGE",VACUUM,1
"STACY, CAPT. GEORGE",VULTURE II/BLACKIE D,1
"STACY, CAPT. GEORGE",VULTURE/ADRIAN TOOME,2
"STACY, CAPT. GEORGE","WATSON, ANNA",10
"STACY, CAPT. GEORGE","WATSON-PARKER, MARY",12
"STACY, CAPT. GEORGE","WILSON, LOUIS",2
"STACY, CAPT. GEORGE",ZABU,2
"STACY, GWEN","STACY, GWEN (CLONE)",2
"STACY, GWEN","STACY, HELEN",1
"STACY, GWEN","STACY, JILL",1
"STACY, GWEN","STACY, NANCY",2
"STACY, GWEN","STACY, PAUL",1
"STACY, GWEN",TARANTULA/ANTON MIGU,2
"STACY, GWEN",THING/BENJAMIN J. GR,1
"STACY, GWEN","THOMPSON, EUGENE FLA",31
"STACY, GWEN",VACUUM,1
"STACY, GWEN",VULTURE II/BLACKIE D,3
"STACY, GWEN",VULTURE/ADRIAN TOOME,3
"STACY, GWEN","WATSON, ANNA",27
"STACY, GWEN","WATSON-PARKER, MARY",41
"STACY, GWEN","WILSON, LOUIS",4
"STACY, GWEN",ZABU,4
"STACY, GWEN (CLONE)",TARANTULA/ANTON MIGU,3
"STACY, GWEN (CLONE)","THOMPSON, EUGENE FLA",1
"STACY, GWEN (CLONE)",TOMBSTONE/LONNIE THO,1
"STACY, GWEN (CLONE)",TURBO II (A)/MICHIKO,1
"STACY, GWEN (CLONE)","URICH, BEN",1
"STACY, GWEN (CLONE)",VARUA/MIRA,1
"STACY, GWEN (CLONE)","WATSON, ANNA",4
"STACY, GWEN (CLONE)","WATSON-PARKER, MARY",13
"STACY, GWEN | MUTANT","STORM, JOHNNY | MUTA",1
"STACY, GWEN | MUTANT",SUB-MARINER | MUTANT,1
"STACY, GWEN | MUTANT","SUMMERS, SCOTT III |",2
"STACY, GWEN | MUTANT",UATU | MUTANT X-VERS,1
"STACY, HELEN","STACY, JILL",1
"STACY, HELEN","STACY, NANCY",1
"STACY, HELEN","STACY, PAUL",1
"STACY, JILL","STACY, NANCY",1
"STACY, JILL","STACY, PAUL",15
"STACY, JILL","STONE, CHANTAL",1
"STACY, JILL","STONE, JOHN",1
"STACY, JILL",STONECUTTER/UTAMA TO,1
"STACY, JILL",STORM/ORORO MUNROE S,1
"STACY, JILL","STRONG, SUSAN",3
"STACY, JILL",STUNNER/ANGELINA BRA,1
"STACY, JILL",TEMPEST II/NICOLETTE,1
"STACY, JILL",THING/BENJAMIN J. GR,3
"STACY, JILL","THOMPSON, EUGENE FLA",9
"STACY, JILL",THOR/DR. DONALD BLAK,1
"STACY, JILL","TINKER, SHEA",2
"STACY, JILL",TRAPSTER/PETER PETRU,5
"STACY, JILL","TWAKI, DR. TED",2
"STACY, JILL",TYPEFACE/GORDON THOM,1
"STACY, JILL",UATU,1
"STACY, JILL","URICH, BEN",9
"STACY, JILL","URICH, DORIS",1
"STACY, JILL","VEGA, ROBIN",1
"STACY, JILL",VENOM/EDDIE BROCK,7
"STACY, JILL","VERMICELLI, GIANNI",1
"STACY, JILL",VULTURE/ADRIAN TOOME,1
"STACY, JILL","WALTERS, BILLY",4
"STACY, JILL","WARD, SEN. STEWART",10
"STACY, JILL","WATSON, ANNA",13
"STACY, JILL","WATSON, KRISTY",1
"STACY, JILL","WATSON-PARKER, MARY",39
"STACY, JILL","WEYING, ANN",1
"STACY, JILL","WILKS, SHANTAL",4
"STACY, JILL",WIZARD/BENTLEY WITTM,1
"STACY, JILL",WOLVERINE/LOGAN,1
"STACY, JILL","ZANE, DONOVAN",3
"STACY, NANCY","STACY, PAUL",1
"STACY, NANCY","WATSON, ANNA",1
"STACY, NANCY","WATSON-PARKER, MARY",1
"STACY, PAUL","STRONG, SUSAN",1
"STACY, PAUL",STUNNER/ANGELINA BRA,1
"STACY, PAUL","THOMPSON, EUGENE FLA",1
"STACY, PAUL",TRAPSTER/PETER PETRU,3
"STACY, PAUL","TWAKI, DR. TED",1
"STACY, PAUL","URICH, BEN",3
"STACY, PAUL","VEGA, ROBIN",2
"STACY, PAUL",VENOM/EDDIE BROCK,2
"STACY, PAUL","WALTERS, BILLY",1
"STACY, PAUL","WARD, SEN. STEWART",1
"STACY, PAUL","WATSON, ANNA",7
"STACY, PAUL","WATSON-PARKER, MARY",16
"STACY, PAUL","WILKS, SHANTAL",1
"STACY, PAUL",X-MAN/NATHAN GREY,1
"STACY, PAUL","YIN, ANGELA",1
"STACY, PAUL","ZANE, DONOVAN",3
"STAHL, VERONICA","WATSON-PARKER, MARY",1
STAINED GLASS SCARLE,"VANKIN, JONATHAN",1
"STALIN, JOSEF",SUB-MARINER/NAMOR MA,2
"STALIN, JOSEF",THOR/DR. DONALD BLAK,2
"STALIN, JOSEF",UNION JACK II/BRIAN,2
STALKING FOX,THING/BENJAMIN J. GR,1
STALKING FOX,"WINGFOOT, WYATT",1
STALLIOR,STARFOX/EROS,1
STALLIOR,SUB-MARINER/NAMOR MA,2
STALLIOR,"TALBOT, GLENN",2
STALLIOR,TARGON,2
STALLIOR,THING/BENJAMIN J. GR,5
STALLIOR,THOR/DR. DONALD BLAK,3
STALLIOR,TIMBERIUS,9
STALLIOR,TRITON,8
STALLIOR,VASHTI,1
STALLIOR,VISION,1
STALLIOR,WASP/JANET VAN DYNE,1
STALLIOR,"ZARRKO, ARTHUR",2
STALLIOR,"ZOTA, CARLO",1
"STALYENKO, COL. YURI",SUB-MARINER/NAMOR MA,3
"STALYENKO, COL. YURI",TIMBERIUS,2
"STALYENKO, COL. YURI",TOI/REXEL TOIVEN,3
"STALYENKO, COL. YURI",TRITON,8
"STALYENKO, COL. YURI",VERITUS,1
"STALYENKO, COL. YURI",WOZ/DEWOZ,8
"STAMP, J.Q.",SUB-MARINER/NAMOR MA,1
"STANACHEK, FREDDIE",STORM/ORORO MUNROE S,2
"STANACHEK, FREDDIE",STRONG GUY/GUIDO CAR,2
"STANACHEK, FREDDIE","STRUCKER, ANDREA",1
"STANACHEK, FREDDIE","STRUCKER, ANDREAS",1
"STANACHEK, FREDDIE","SUMMERS, NATHAN CHRI",1
"STANACHEK, FREDDIE",SUNSPOT/ROBERTO DACO,1
"STANACHEK, FREDDIE","TILBY, TRISH/PATRICI",1
"STANACHEK, FREDDIE",WARLOCK III,1
"STANACHEK, FREDDIE",WOLFSBANE/RAHNE SINC,1
"STANACHEK, FREDDIE",WOLVERINE/LOGAN,1
"STANCHEK, DR.",STORM/ORORO MUNROE S,1
"STANCHEK, DR.","STURDY, PROF. KENNET",2
"STANCHEK, DR.",SUNFIRE/SHIRO YOSHID,1
"STANCHEK, DR.",THUNDERBIRD/JOHN PRO,1
"STANCHEK, DR.",WASP/JANET VAN DYNE,1
"STANCHEK, DR.",WHIRLWIND/DAVID CANN,1
"STANCHEK, DR.",WHIZZER/ROBERT L. FR,1
"STANCHEK, DR.",WITHERS,1
"STANCHEK, DR.",WOLVERINE/LOGAN,1
"STANCHEK, DR.",WONDER MAN/SIMON WIL,1
"STANDISH, GEN.","STERMAN, ANDREA ANDI",1
"STANDISH, GEN.",TERRAFORMER/SAM,2
"STANDISH, GEN.",WATER WIZARD/PETE,2
"STANE, OBADIAH",THENA,1
"STANE, OBADIAH",VISION,1
"STANE, OBADIAH",WASP/JANET VAN DYNE,1
"STANE, OBADIAH",ZARAN/MAXIMILLIAN ZA,1
"STANFORD, DWIGHT ROL",VAMP,1
"STANFORD, DWIGHT ROL",VISION,1
"STANFORD, DWIGHT ROL",WASP/JANET VAN DYNE,1
"STANFORD, DWIGHT ROL","WILSON, JIM",1
"STANKOWICZ, FABIAN","STAPLES, EDNA M. GRA",4
"STANKOWICZ, FABIAN",STARFOX/EROS,1
"STANKOWICZ, FABIAN","STARR, TRIXIE TRISH",1
"STANKOWICZ, FABIAN",STORM/ORORO MUNROE S,1
"STANKOWICZ, FABIAN",SUB-MARINER/NAMOR MA,6
"STANKOWICZ, FABIAN",SUPER-ADAPTOID/ALESS,2
"STANKOWICZ, FABIAN","SUPERIA/WENTWORTH, D",5
"STANKOWICZ, FABIAN","TANAKA, KENJIRO",1
"STANKOWICZ, FABIAN",TESS-ONE,1
"STANKOWICZ, FABIAN",THING/BENJAMIN J. GR,2
"STANKOWICZ, FABIAN",THINKER,1
"STANKOWICZ, FABIAN",THOR/DR. DONALD BLAK,8
"STANKOWICZ, FABIAN",THUNDERSTRIKE/ERIC K,1
"STANKOWICZ, FABIAN",TIGRA/GREER NELSON,2
"STANKOWICZ, FABIAN","TILBY, TRISH/PATRICI",1
"STANKOWICZ, FABIAN",TITANIA/,1
"STANKOWICZ, FABIAN",TRUMP/,1
"STANKOWICZ, FABIAN",ULTIMATOR/,1
"STANKOWICZ, FABIAN",UNCLE SAM,1
"STANKOWICZ, FABIAN",URSA MAJOR/MIKHAIL U,1
"STANKOWICZ, FABIAN",USAGENT/CAPTAIN JOHN,3
"STANKOWICZ, FABIAN",VANGUARD/NICOLAI KRY,1
"STANKOWICZ, FABIAN",VISION,9
"STANKOWICZ, FABIAN",VOICE,1
"STANKOWICZ, FABIAN",VOSTOK,1
"STANKOWICZ, FABIAN",WASP/JANET VAN DYNE,6
"STANKOWICZ, FABIAN",WHIPLASH/MARK SCARLO,1
"STANKOWICZ, FABIAN",WIDOW-MAKER,1
"STANKOWICZ, FABIAN",WIZARD/BENTLEY WITTM,2
"STANKOWICZ, FABIAN",WOLVERINE/LOGAN,2
"STANKOWICZ, FABIAN",WONDER MAN/SIMON WIL,6
"STANKOWICZ, FABIAN",ZARAN/MAXIMILLIAN ZA,1
"STANKOWICZ, FABIAN","ZOLA, ARNIM",1
"STANLEY, TOM","WESSEL, HARRY",1
"STANLEY, TOM",WOLVERINE SKRULL,1
"STAPHOS, DR. MONICA",TENDRIL/RIVER VERYS,1
"STAPHOS, DR. MONICA","URICH, BEN",1
"STAPHOS, DR. MONICA","WATSON-PARKER, MARY",1
"STAPLES, EDNA M. GRA",SUB-MARINER/NAMOR MA,2
"STAPLES, EDNA M. GRA",TAI II,1
"STAPLES, EDNA M. GRA",THING/BENJAMIN J. GR,1
"STAPLES, EDNA M. GRA",THOR/DR. DONALD BLAK,4
"STAPLES, EDNA M. GRA",TIGRA/GREER NELSON,2
"STAPLES, EDNA M. GRA",USAGENT/CAPTAIN JOHN,1
"STAPLES, EDNA M. GRA",VISION,7
"STAPLES, EDNA M. GRA",WASP/JANET VAN DYNE,2
"STAPLES, EDNA M. GRA",WOLVERINE/LOGAN,1
"STAPLES, EDNA M. GRA",WONDER MAN/SIMON WIL,2
STAR,STONE,1
STAR,"TULLY, DEREK",1
STAR,WING,1
STAR HAMMER,STORM/ORORO MUNROE S,1
STAR HAMMER,"SUMMERS, NATHAN CHRI",1
STAR HAMMER,WARSTAR,1
STAR HAMMER,WEBWING,1
STAR THIEF III/DITMI,SURESHOT,1
STAR THIEF III/DITMI,TAI II,2
STAR THIEF III/DITMI,THERA,1
STAR THIEF III/DITMI,TRITON,1
STAR THIEF III/DITMI,UATU,1
STAR THIEF III/DITMI,WARHEAD/GREGORY SLIV,1
STAR THIEF III/DITMI,WHITE QUEEN/EMMA FRO,1
STAR THIEF/,WARLOCK II/ADAM WARL,2
"STAR, JOAN","TOWER, BLAKE",1
STAR-STALKER,SUPREME INTELLIGENCE,1
STAR-STALKER,SWORDSMAN/JACQUES DU,2
STAR-STALKER,TAURUS/CORNELIUS VAN,2
STAR-STALKER,THOR/DR. DONALD BLAK,2
STAR-STALKER,TORO/TOM RAYMOND,1
STAR-STALKER,VIRGO/ELAINE MCLAUGH,1
STAR-STALKER,VISION,4
STAR-STALKER,ZEMO/BARON HEINRICH,2
STARBOLT,STORM/ORORO MUNROE S,5
STARBOLT,SUPREME INTELLIGENCE,1
STARBOLT,TEMPEST/GRANNZ,6
STARBOLT,THING/BENJAMIN J. GR,1
STARBOLT,THUNDERSTRIKE/ERIC K,1
STARBOLT,TITAN,4
